user_id,item_id,category_id,behavior,timestamp
42392,22999,3255,cart,1509883757
17276,44089,2696,cart,1511400455
49692,61856,3028,buy,1510278322
29310,57850,3268,pv,1511862345
32999,35025,1026,cart,1509515689
25649,54444,893,pv,1509778436
12990,60235,3089,fav,1510117860
11111,68860,867,fav,1509544398
31436,52076,1871,buy,1509487930
36659,32799,3465,cart,1510216601
23444,86922,1960,pv,1511715250
37559,21195,1439,buy,1511920747
2413,67355,1777,buy,1510454041
3651,67688,1559,pv,1510505433
27094,61041,976,pv,1511088742
6877,73495,775,buy,1509654257
34978,31451,100,pv,1510774255
31567,36547,3405,cart,1511961071
9729,73718,2608,buy,1511569408
28368,72690,1374,buy,1511097557
14154,65032,2281,fav,1510100979
18003,74401,2290,cart,1509816510
48909,47354,2754,cart,1510549695
17712,33166,2862,buy,1510636371
38058,61410,111,cart,1510011957
17562,29711,1610,pv,1511895552
36229,81158,1626,buy,1510471513
38854,18344,4538,buy,1511106906
47630,25768,677,pv,1510107667
44731,7639,248,buy,1511070462
28345,89545,1127,cart,1511724241
36805,9821,1977,buy,1510050399
19721,26630,3254,fav,1510213458
15752,39138,1179,fav,1511529710
36085,38342,726,fav,1510341518
47227,60845,180,fav,1511951122
7752,80733,3053,buy,1510534713
41524,7734,427,fav,1510136277
9674,82569,847,pv,1511291349
42512,76973,2015,cart,1511580512
34274,52112,996,cart,1511075459
44309,67922,1098,fav,1509480832
48035,15945,1652,buy,1511487383
36716,80523,1890,fav,1509623758
42840,22090,4542,cart,1511187123
18936,86821,3451,buy,1510606365
33373,12909,1062,cart,1511812367
2040,59597,368,buy,1510364597
26817,95798,4413,fav,1510486836
7162,10207,350,buy,1511318538
13372,22804,4877,cart,1511603635
26218,68497,2954,cart,1510441692
24575,86428,4801,pv,1510896013
4394,60191,363,cart,1510085034
19712,61593,353,pv,1511837205
26971,12156,3277,fav,1511119755
18558,46262,3856,pv,1511781657
32270,2384,3497,fav,1511934712
21795,19681,4884,fav,1509741865
40790,47414,3401,buy,1511645945
2548,75551,4766,pv,1509620526
38605,69509,118,pv,1510858298
23065,48379,4513,pv,1511018154
39189,9820,3973,pv,1511728796
30242,43941,4097,pv,1510139668
22301,47397,1753,cart,1511899150
10713,77378,884,buy,1510796037
34334,55262,2950,fav,1510555170
40900,48398,309,pv,1510500117
18400,99006,3253,fav,1511872170
41542,11041,614,cart,1510586717
28118,11017,1035,fav,1511775970
48588,84131,2153,cart,1510348843
7476,36423,3936,pv,1511613705
20747,26826,4454,pv,1511775456
21673,44620,2426,cart,1509613456
29981,47802,306,pv,1510788806
28361,98375,1342,pv,1511933333
47010,87080,4308,buy,1510238906
13938,30618,941,cart,1511926497
34176,16148,2184,buy,1510288948
4623,47457,3737,fav,1512042982
48397,46588,1801,pv,1509524110
33030,4328,1347,fav,1511780676
3612,1302,1885,pv,1511664688
12358,4701,4327,cart,1510344042
30031,37948,1991,buy,1511587471
25338,42685,3212,pv,1510284501
39949,23889,1537,fav,1511903584
28934,80534,3884,fav,1509562783
32938,2807,859,buy,1511907511
23518,44519,607,buy,1510284720
46981,67500,4050,buy,1511982045
45596,96881,4717,buy,1511997797
31878,21776,2198,fav,1511828865
26980,79710,4422,fav,1510536763
21332,2022,4953,pv,1511384814
30985,46700,1902,buy,1510342828
46842,62490,2750,cart,1511075772
29662,7210,912,fav,1509499953
17764,98589,4433,pv,1510750902
25820,2060,2659,fav,1510760899
39612,6619,1709,pv,1510844020
8856,88112,543,cart,1510699936
27847,79717,2792,cart,1509579712
43208,91922,1500,fav,1510734440
20251,49647,3445,buy,1509776840
14040,53539,1898,pv,1512055707
16778,82642,1840,cart,1511121004
25861,27644,1246,fav,1510975961
1095,93510,2518,buy,1511553988
12198,88606,1200,pv,1511020677
29638,72700,2801,buy,1510797640
40568,14716,4781,fav,1511764295
44428,36291,3519,pv,1510768877
6664,83816,4030,pv,1511567570
15455,79480,2169,buy,1511028966
16109,7205,840,cart,1510009705
20140,6434,560,cart,1509478900
45068,8199,3465,pv,1509743122
4605,1274,286,fav,1510861092
2228,80252,73,cart,1511432554
14114,34999,2420,fav,1510445039
12971,27723,3207,pv,1510466324
37394,91922,3708,pv,1510855613
22409,53414,981,pv,1511825090
13127,66371,768,cart,1510381509
15738,23238,2492,pv,1509712210
21569,95320,1199,pv,1511324411
10834,30369,354,fav,1510909796
4821,77372,732,buy,1510305422
15929,87232,1517,pv,1509706559
14262,7183,950,pv,1510387661
19750,93691,2066,buy,1510508470
48355,4328,2063,cart,1510831959
23932,46923,3722,buy,1511086838
6857,55948,2003,buy,1510907203
12706,79388,933,cart,1509768716
29612,36396,4361,fav,1510870851
25284,53742,3739,fav,1510941508
21702,52011,3862,pv,1511018703
9345,39739,1377,fav,1511842995
9307,71996,1225,cart,1511385265
43263,82322,1248,cart,1510141364
6222,80321,2080,cart,1510958573
43274,41415,1406,fav,1511449781
21299,10226,3510,cart,1511772325
24151,59040,881,cart,1510790340
5534,89898,1531,buy,1511707902
3291,6243,1571,fav,1511001064
34275,46670,4126,fav,1510900375
43873,15883,1513,buy,1509602461
18752,80564,1722,pv,1510501465
20949,42969,4615,buy,1510490444
24575,6581,1899,fav,1511849876
1447,25702,796,cart,1510399920
25175,66443,2184,cart,1510146635
15947,9982,2552,buy,1511308399
39065,67176,3892,cart,1511614975
24306,25720,3548,pv,1510627099
14449,30107,1166,cart,1510339057
2389,21542,3979,fav,1510237131
4230,47329,676,cart,1510352318
6706,57935,1609,fav,1510157671
38691,90723,148,cart,1510791378
32481,72464,297,pv,1511003954
33765,73390,2864,cart,1511513223
5476,67100,2612,fav,1512003591
21824,75189,734,buy,1510883257
28233,9470,2147,pv,1510820151
2248,23722,2683,cart,1510778704
18203,33182,2509,buy,1511210262
1785,38702,1331,fav,1509669440
8589,56649,3528,cart,1510632931
24361,85840,4633,buy,1511881651
19435,79864,2097,cart,1510818950
10359,46200,775,buy,1510962381
35231,97678,4645,cart,1511125857
30441,19767,3942,cart,1509623955
48869,83949,2029,pv,1509761387
3524,68172,4155,buy,1511856263
32736,91796,2681,cart,1511827330
47414,65265,3258,pv,1511084631
37219,95056,4606,buy,1510159329
39887,77257,3057,pv,1511010387
24128,57480,1946,fav,1509835726
29957,99452,2926,cart,1510142461
9824,58060,370,fav,1511845191
23098,22831,4660,buy,1511471690
1549,75591,1917,pv,1511328322
43888,21533,4175,cart,1511144666
31534,16266,2579,fav,1510045768
12095,43346,1079,cart,1512054416
35751,40490,1920,buy,1511428828
31014,67005,4524,fav,1510177701
35073,80788,4156,fav,1511948794
14548,37132,1267,pv,1510893618
8802,55863,3114,cart,1511309259
30452,69989,3624,fav,1510331390
4540,11263,880,pv,1511723155
26399,18097,3633,buy,1510228909
32131,58944,4276,pv,1511928303
13708,77488,3687,buy,1511100270
20053,45817,1422,fav,1510222272
2806,73032,497,pv,1511772824
16060,58513,2614,buy,1510871936
49895,13422,3182,pv,1511429743
19232,53758,3812,fav,1511594091
7293,21620,3288,buy,1512039083
49558,62721,4142,cart,1510805706
10565,45968,1125,cart,1510409203
15163,59605,1276,pv,1509897410
28866,6992,3716,cart,1511036499
37715,42258,2295,buy,1509525002
26397,63947,3649,fav,1510736877
43176,76277,3171,fav,1510680343
12412,13249,4009,cart,1511335329
11048,60227,865,pv,1511714326
21878,41564,4050,fav,1511904056
21958,73810,4853,buy,1510821543
32747,90672,3229,cart,1510162202
16795,70427,1640,cart,1509682145
22033,81319,505,fav,1511226159
2947,45225,2946,fav,1511983205
40012,86696,3350,cart,1510676106
15719,41196,3256,buy,1510202234
1549,51047,2869,cart,1510446669
5317,80231,2624,buy,1510320242
47579,38593,785,buy,1509482189
24006,12322,3342,cart,1509932848
35970,96145,1470,fav,1510070631
25614,57379,2667,fav,1510340367
13710,20859,1350,cart,1510080880
8853,58036,4792,cart,1511274554
9768,43856,4971,fav,1511959813
9984,2817,2938,cart,1510414794
16402,90937,4072,buy,1509609313
43689,11864,1095,buy,1511834587
10356,27499,2954,cart,1510640200
49513,45784,532,buy,1511458629
2954,69441,3783,cart,1510475970
14509,90432,42,fav,1509642422
18496,68123,1552,pv,1509909735
8218,52565,2719,pv,1511333680
48096,75692,4283,buy,1510642633
10353,56614,3044,fav,1511074980
27960,57273,3016,cart,1510286169
5278,19082,1950,cart,1509553040
16796,87847,3225,buy,1512052016
29887,74516,782,pv,1510188346
35555,1094,364,buy,1510633648
28226,17505,1931,fav,1511205103
23402,76772,388,buy,1510007613
46137,68671,2983,pv,1510930890
8682,32270,1021,buy,1510089456
2250,47996,1065,cart,1510674462
2622,62013,220,buy,1509747192
39641,56593,753,buy,1511747719
40498,65807,794,cart,1511725004
45172,92740,3225,buy,1510479753
35298,49889,3913,fav,1511302138
8653,8914,1726,fav,1509903302
7302,46619,866,cart,1509931545
46196,85847,4841,pv,1509480663
34578,56701,1921,pv,1510754815
32953,80232,507,buy,1511816432
20544,51484,336,pv,1510626442
41660,62796,3588,cart,1510592266
22078,62714,3618,pv,1510593373
34664,22881,3588,buy,1510705871
39349,77420,1496,fav,1511604552
44167,52240,3390,buy,1511467979
42307,29025,2510,pv,1509730542
10688,64791,949,fav,1510552650
21271,71037,2483,cart,1509913684
33888,18183,3729,pv,1511335226
31779,95735,4668,fav,1511738863
25332,16500,120,cart,1510592495
41796,8590,3785,fav,1509515827
43375,34952,4112,pv,1511838283
27308,14785,802,fav,1512005021
41616,83653,4693,buy,1509849426
41042,65420,4340,fav,1511936144
45521,5825,1540,cart,1509698575
41444,15347,350,pv,1511793832
35719,40091,1643,cart,1511702465
10842,29975,1781,pv,1511578299
24126,90546,4610,buy,1510584725
41273,17754,2343,cart,1509757340
40060,34814,466,pv,1511276990
41037,37106,3889,buy,1511296484
5449,24382,1760,pv,1511266673
28167,46602,2908,cart,1510215955
15810,30175,487,fav,1509746646
30258,42289,1783,cart,1510546504
11157,90661,4268,buy,1509915217
32300,89847,16,buy,1510775002
18203,92026,2386,cart,1510022615
46190,83542,3118,pv,1511070140
30953,70262,200,cart,1510437020
33323,84698,812,fav,1511294965
14166,67735,2736,pv,1510509288
16891,64545,4710,pv,1510211268
33536,47087,4873,buy,1511144702
37283,55391,196,buy,1510059009
28903,16772,497,fav,1511095651
41386,56467,782,cart,1511974692
18787,62855,4878,buy,1510574488
34339,14071,2670,cart,1511819501
47805,70602,2128,pv,1511820807
44321,96207,796,fav,1511370570
18361,98439,776,fav,1510048588
6548,53359,3117,pv,1511474405
39188,94311,1065,buy,1511529044
16270,66866,231,buy,1509725020
27905,78837,689,cart,1509631988
30772,11082,2406,pv,1510923591
3781,9059,600,pv,1511917972
21100,46556,2523,pv,1511719837
31840,81461,2930,fav,1510183378
42133,46655,4311,cart,1510838512
40518,30597,2035,cart,1510769139
21056,70394,2645,fav,1511931052
1314,86171,3942,fav,1510431131
10670,31777,1321,pv,1510554591
27129,26652,1129,cart,1511785803
41719,9801,2591,buy,1510350705
11376,5170,3652,cart,1511146345
8381,91939,2547,cart,1510680582
34522,85519,3653,fav,1509815500
5493,9334,1892,pv,1511661649
31380,93782,4556,buy,1509506596
40384,22069,3754,buy,1511731965
8189,25293,128,cart,1510756567
15036,68127,4969,fav,1510757524
18309,45903,2177,fav,1509664935
2906,1476,3616,pv,1510330817
6040,41475,3705,fav,1509945101
17163,88310,910,cart,1509591957
13758,83520,1112,pv,1511312042
48752,3870,4584,cart,1511458805
12328,69847,73,cart,1510046039
5109,2194,1124,fav,1511884320
6551,67923,4417,fav,1510282827
27109,1137,4455,fav,1510941658
17969,71244,3158,buy,1511688961
35641,69997,3814,fav,1509836827
12792,99683,3927,buy,1510023885
41485,27398,4309,pv,1511634793
4386,41670,1186,cart,1510802138
27011,5454,3346,buy,1511573593
5255,90426,282,cart,1511794984
27919,71655,3192,fav,1511948029
3908,28621,1592,fav,1511060641
20632,67982,188,fav,1510265517
36116,68371,4372,cart,1510429829
6762,27747,3936,cart,1509686285
44114,52866,2317,pv,1510098813
7483,5309,4810,buy,1511457396
12483,28687,4640,buy,1509917752
44425,53156,1835,pv,1509998678
23144,66434,3890,buy,1511613971
44284,48278,3545,cart,1511323982
18029,53063,2916,buy,1511840932
15996,49543,871,cart,1511981510
42288,45254,621,pv,1511225049
39419,64866,499,buy,1509927477
42005,85034,1919,buy,1510938402
34548,12068,2746,pv,1510626135
39627,68779,2745,cart,1511864043
11951,56440,2553,buy,1510486189
33064,98388,3144,pv,1511568023
17694,15883,2350,fav,1509569631
38060,11170,2660,cart,1510383773
20242,97104,664,cart,1511376089
25377,52381,3710,buy,1509896659
37876,64163,4609,pv,1509608317
4880,2556,2284,pv,1510592768
21377,23210,4405,buy,1512057186
48022,89410,2764,pv,1511372846
23404,31233,1855,fav,1509708308
2501,57834,4195,cart,1511116923
11032,23602,1901,pv,1511122410
3674,22936,2624,pv,1511370581
36284,81375,4314,cart,1509625789
28692,29212,2108,buy,1510257726
3659,79428,3094,buy,1511136774
34513,55943,2228,buy,1510879076
38012,3234,642,buy,1511224467
11616,56535,1314,cart,1510586305
28065,98186,3943,fav,1510922353
47375,59958,3257,buy,1510666660
16737,47132,4442,cart,1510575965
2314,86272,594,fav,1511100616
11515,34699,4817,fav,1511523531
2029,20986,3962,pv,1510386705
10965,14901,3149,pv,1510189450
5467,12527,3838,buy,1509570388
4794,35678,421,buy,1510337452
24314,78152,3587,pv,1510886911
21871,50197,3188,fav,1509812119
16023,95217,3616,fav,1511258186
29270,93053,3571,fav,1510248404
10886,7026,2707,fav,1511044632
5409,82832,4858,fav,1511881077
12607,19146,939,cart,1511467372
47168,30658,2937,cart,1510318344
20598,22605,1133,buy,1511251292
33057,46086,280,pv,1509567795
25125,32709,1276,cart,1511127420
30075,66967,4828,fav,1511252966
40101,44396,3949,fav,1509805880
39810,80171,449,cart,1511798292
49683,61693,1444,pv,1509499833
5269,3256,1503,fav,1510280304
48205,60467,3296,fav,1510572977
37490,50470,864,buy,1511409068
16821,9429,2562,cart,1511997510
2739,82600,3102,pv,1510683671
23610,86323,139,buy,1510796075
39326,1415,4364,fav,1511109914
46504,99583,420,buy,1509873909
28756,53339,1010,pv,1509513864
37506,78172,3347,fav,1510202028
27509,96356,333,cart,1510663162
34844,92001,3367,cart,1511857487
31747,94874,2406,fav,1509612064
26611,70759,4862,buy,1510079900
22233,22433,3713,buy,1511887364
37449,87023,1029,pv,1512003882
39555,80835,3219,fav,1511109039
33058,95680,275,fav,1510134956
42522,35336,3181,fav,1509989218
17741,1256,980,pv,1511428371
10918,61156,1974,cart,1509639768
15734,10576,888,pv,1509622650
38947,86288,935,pv,1510523619
28193,19307,2842,pv,1509675356
26528,80597,1831,cart,1511715019
38625,64239,1406,fav,1512002098
27086,67271,4630,cart,1510832846
35741,9335,408,pv,1511879364
20523,13131,3692,pv,1509468360
44433,6335,2304,fav,1511946041
41774,99489,2085,buy,1511072946
8683,84639,1831,fav,1509992516
34404,65830,198,fav,1511337593
7186,56581,1273,fav,1509943079
25459,33179,1729,fav,1510056449
37582,29325,61,cart,1511489316
24516,84136,1043,buy,1510904171
29012,81876,3605,pv,1510515546
4474,69222,2420,fav,1510300562
14645,30167,1983,buy,1510921099
17804,296,4032,cart,1511259607
32702,11952,4231,fav,1509884836
15368,14314,3491,buy,1510062057
8518,87507,3602,cart,1510142008
15116,35822,2996,fav,1510922461
49951,33107,4644,cart,1509595762
15505,33819,3950,pv,1510899904
2099,22976,1646,fav,1510430715
5788,55955,3024,fav,1510260666
7916,697,3214,fav,1511869665
22612,89788,3362,fav,1511934094
46292,33828,3298,fav,1510947281
41192,9935,3583,cart,1512035410
31933,45468,2317,pv,1509910954
39975,69714,441,cart,1510410685
36092,57679,2408,buy,1511136924
41709,698,558,buy,1510106152
48904,77043,1702,buy,1511117237
33358,13059,3360,cart,1511532570
15086,86099,2530,pv,1510718849
20202,18296,2057,fav,1511462034
9740,57300,2732,fav,1510350181
19211,5306,2545,fav,1511551078
20596,34726,1309,fav,1510569238
22890,19634,2121,buy,1511319198
44079,64965,1381,buy,1509631559
7078,76493,1686,fav,1509679917
35268,97830,2503,pv,1511208429
8130,81049,2654,cart,1509509256
23569,31745,2903,buy,1510475742
35099,11066,268,fav,1509545403
43774,58240,214,cart,1510644313
44923,80952,1716,buy,1510678991
42256,21721,360,pv,1511551077
26583,71067,914,buy,1510673005
29583,6636,1877,fav,1511224203
39526,75571,3989,cart,1511896184
34512,88475,729,fav,1511162744
43880,23606,1929,buy,1509768532
42910,55023,3238,cart,1510537861
1102,37051,267,fav,1509823374
12780,81230,2070,buy,1511288888
21019,13252,2436,pv,1511467204
12504,33447,4496,cart,1509994480
3762,88304,3271,pv,1511844474
33982,39040,23,buy,1510891177
7344,33761,1327,cart,1509770202
12457,92043,4731,buy,1511691838
38143,94756,191,cart,1511169086
45700,2441,35,buy,1512052986
12519,7096,3243,buy,1510266233
11431,29208,751,buy,1511730622
36678,43935,2050,cart,1511592099
40048,33627,3184,cart,1510692269
41597,33887,1206,fav,1510982571
38905,95105,2258,cart,1510259467
36199,86841,180,pv,1510382429
19066,22215,2639,cart,1510148445
43832,84673,269,cart,1511092502
18154,33853,1739,fav,1511040631
3738,4426,1261,buy,1511296605
20749,48144,3324,fav,1512055234
13975,37663,2296,fav,1511492745
41486,20109,4753,fav,1510059083
26542,8119,592,fav,1509781641
33350,27386,3718,fav,1509634466
18621,44284,36,buy,1511275165
29270,55627,3004,buy,1510277521
49617,56795,3208,fav,1509868771
6301,95366,1320,fav,1510997986
38252,56383,3130,pv,1511044405
4403,56951,4982,cart,1509938232
16020,90222,3914,buy,1510190790
45966,17542,1804,pv,1510920476
22177,66388,3601,cart,1511052756
